graph6string,levelable,minimized solution
FJ]^G,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FL]uW,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJnNg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FTpzw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJq~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FJd~W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FK\zw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FK\|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`\|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FK\~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FTX}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FK]~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F`l~g,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`t|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F`]~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FK^~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
Ftpzw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FK^~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FK~vw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FK~~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FJY}o,T,"[3.0, 3.0, 3.0, 2.0, 2.0, 3.0, 3.0]"
FJvdw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLpzw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLp|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Fbh|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLp~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FLr~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLr~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FBnvO,F,NA
F`]~_,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Fb]lg,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLvbw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLvfw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FLvvO,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Flp|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FM^lw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Fk]~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FJn^W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJ]}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJn^w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
Fbn~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FZn]w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLv~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FL~vw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FL~~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FU\~W,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Fb]|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FLl}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FR^^w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FJm~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FJn~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FR\}w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJ]|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJ]~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FJ\|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJ\~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FJ^~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FJ~~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
FN~~w,T,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
FJn~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJ^~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
Fj]|w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
FJ~vw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
Fjm~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
FNz~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
FNz~o,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
F]~vw,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
F]~~w,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
F^~~w,T,"[2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
F~~~w,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
