graph6string,levelable,minimized solution
H?Lkr~u,F,NA
H?U`z~},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 2.0]"
H?Lkr~v,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0]"
H?U`z|~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?YPz}~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?U`z~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 5.0]"
H?gynv],T,"[2.0, 2.0, 3.0, 2.0, 4.0, 4.0, 3.0, 3.0, 4.0]"
H?YUx~|,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 3.0, 2.0]"
H?gynv^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0]"
HBAH~^^,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
H@FA~]~,T,"[2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
H?NAz}~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?NCz|~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?YPz~^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?YP~^^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0]"
H?YP}~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 5.0]"
H?YP~~},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 2.0]"
H?YP~~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0, 5.0]"
HIaBzy{,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HC`zrNx,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
HC`zJtz,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0]"
HIaBzy|,F,NA
HC`zLtz,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0]"
HIaBzw~,F,NA
H__pz|},F,NA
HC``z|},T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 2.0]"
H`IBzy^,T,"[3.0, 2.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HBaBzyn,F,NA
Ho?Zzy^,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HP@M}w~,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
H@JE}w~,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HC`zJvz,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 4.0]"
HC`bzx~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
HIaBzy~,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H__rzy~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HC`bzy~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HC`bzz~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 5.0]"
HIAJ~q{,F,NA
HIaB|z{,F,NA
HIaDzx|,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HIa@z}},F,NA
H`H@|~],F,NA
HC``z~y,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0]"
H@J@~v],T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
H?YP~vu,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0]"
HIaB|z|,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HIaB|x~,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
HIANtx~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0]"
HIaB|z~,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?pxnfy,T,"[4.0, 2.0, 2.0, 2.0, 5.0, 4.0, 3.0, 3.0, 2.0]"
H__tzx|,T,"[4.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 3.0]"
H_Ot|x|,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 2.0, 4.0]"
HIANry|,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 4.0]"
H?ovjx|,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0, 4.0]"
H?ovjy|,T,"[3.0, 3.0, 2.0, 2.0, 5.0, 3.0, 3.0, 5.0, 5.0]"
H?hVlx|,F,NA
H`IDzx^,F,NA
H_Opz}},F,NA
Ho?Z}w~,F,NA
HP@Mzy^,T,"[3.0, 2.0, 4.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0]"
HIAJx~x,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 2.0, 3.0]"
H@JDy~x,T,"[2.0, 3.0, 3.0, 2.0, 2.0, 4.0, 4.0, 3.0, 3.0]"
H?Udj~y,F,NA
H?opz~u,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0, 3.0]"
H?hPz~u,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0, 3.0]"
HBANY}|,T,"[2.0, 3.0, 2.0, 4.0, 2.0, 3.0, 3.0, 4.0, 4.0]"
H?NFmw~,T,"[2.0, 2.0, 3.0, 2.0, 4.0, 3.0, 3.0, 4.0, 4.0]"
H?pxnfz,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 3.0, 3.0]"
H?ovjz|,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 4.0, 4.0]"
H__tzx~,T,"[4.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 3.0]"
HIAJ~q~,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 4.0]"
H?or~h~,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 3.0, 4.0]"
H?or~i~,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 3.0, 5.0]"
H?hR~i~,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 3.0, 5.0]"
H?or~j~,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 3.0, 6.0]"
HI@|s^x,F,NA
HCazJtz,F,NA
HIAJ~q|,F,NA
HIALzzx,F,NA
HIA{Ztz,F,NA
H@J]Juz,F,NA
HBaDzxn,F,NA
HP@M|x^,F,NA
HAQ`z}},F,NA
H@JE|x^,F,NA
H?Ubl~y,F,NA
HIAJr}},F,NA
H@JDr~],F,NA
HBANZy^,F,NA
H?YPz~u,F,NA
H?NFk||,F,NA
H@J@z~],F,NA
HI@{\vz,F,NA
HIA{Zvz,F,NA
HC`dzx~,F,NA
HIAJ|zz,F,NA
H?hT~h~,F,NA
HIAJ|x~,F,NA
H@JB}y~,F,NA
HIAJ|z~,F,NA
Ho@w~vy,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
HC`bz~{,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HIaFzy|,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H?or~n{,F,NA
HIAJ~y},T,"[3.0, 3.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 4.0]"
Ho?^zz|,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
Ho@w~vz,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HIaB~y~,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
Ho?Z~z~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0]"
HC`bz~|,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HC`bz|~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0]"
HIaBz}~,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0]"
H__tz|~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 3.0]"
HC`dz|~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 3.0]"
HC`bz~~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0]"
HIAJ~u~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 3.0]"
HIaB|~~,T,"[3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0]"
H?ovj~|,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 3.0]"
H?orz~v,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.0]"
H?or|~v,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.0]"
H?or~n~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 3.0, 5.0]"
HIALz~|,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 3.0]"
H?hTz~v,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 3.0]"
HIAJz}~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 3.0]"
H@JB|~^,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 4.0, 4.0, 3.0]"
HIAJ|~~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 5.0]"
Ho?Z~~~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 5.0]"
H?Xzsnx,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0, 2.0]"
H?pxjvr,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0]"
HI@{Zuz,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
H?[}Rlv,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
HIAJzyz,F,NA
H?orzxv,F,NA
H?orzyv,F,NA
H?hRzyv,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
HIAJzw~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0]"
H@JBzy^,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0]"
H?YRzyv,F,NA
H?N@z|},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 2.0]"
H?U`z|},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0]"
H?NBzy^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0, 3.0]"
H?YRzy^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0]"
H?[}Rnv,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0]"
H?orzzv,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 3.0]"
HIAJzy~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0]"
H?NBzx~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 4.0]"
H?NBzy~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 3.0, 4.0]"
H?Ubzy~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 4.0]"
H?NBzz~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 5.0]"
H?L|uNx,F,NA
H?otzzt,F,NA
H@H}LvZ,F,NA
H?M}Jtz,F,NA
H?L}Juz,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 4.0]"
H@JB|zZ,F,NA
H?orj}},F,NA
HBAJ\~],F,NA
H@JBy}|,F,NA
H?NEj}},F,NA
H?N@z}},F,NA
H?NAz}},F,NA
H?ou~W~,F,NA
H?M}Jvz,F,NA
H?or|zv,F,NA
H@JB|z^,F,NA
H?NB|x~,F,NA
H?YT}x~,F,NA
H?or|z~,F,NA
H?YR|z{,F,NA
H?iyjvr,F,NA
H?hylvr,F,NA
H?Udzx|,F,NA
H?rXjuz,F,NA
H?X{juz,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 3.0, 4.0]"
H?pxlvZ,F,NA
H?YR|zr,F,NA
H?hRj}},F,NA
HBAMZ}},F,NA
H?YRzm|,F,NA
H?NDm|},F,NA
H?N@z~],F,NA
H?YPz}},F,NA
H?YQz}},F,NA
H?YV]w~,F,NA
H?hTzz|,F,NA
H?hTzzv,F,NA
H?Ub|x~,F,NA
H?YR|z^,F,NA
H?YR|z~,F,NA
H?[}Vnu,T,"[3.0, 2.0, 2.0, 2.0, 4.0, 3.0, 4.0, 2.0, 2.0]"
H?NBz~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 2.0]"
H?NB|~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 2.0]"
H?YR|~{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 2.0]"
H?NB~z},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 4.0]"
H?[}Vnv,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 3.0, 2.0, 2.0]"
H?or~zv,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 3.0]"
HIAJ~y~,T,"[2.0, 3.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 3.0]"
H?NB~z~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 5.0]"
H?NBz~|,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 2.0]"
H?NBz|~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0]"
H?NBz}~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0]"
H?Ubz}~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0]"
H?NBz~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0]"
H?or~y~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 4.0]"
H?YR|~^,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0]"
H?or|~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0]"
H?hR~y~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 4.0]"
H?YR|~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0]"
H?NB~~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 5.0]"
H?NF~z{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
H?NF~z|,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 2.0]"
Ho?^~x~,T,"[3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 3.0]"
H?NB~~},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 2.0]"
H?NF~z~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 2.0, 5.0]"
H?NF~~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 5.0, 5.0]"
H@J~vrZ,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
H?{znnu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 2.0]"
H?{}nnu,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 3.0, 2.0]"
H?Lv~z{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 2.0, 3.0, 2.0, 2.0]"
H?NV~z{,F,NA
H?K~~z{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
H?L^~z{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
H?NN~z{,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0, 2.0]"
H?{~njv,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 3.0]"
H@J~vr^,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 3.0, 2.0, 2.0, 3.0]"
H?N~vp~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0]"
H?f~vp~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 4.0]"
H?N~vr~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 2.0, 2.0, 5.0]"
H?N~vv|,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 2.0, 4.0]"
H?{~nnv,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 2.0, 2.0]"
H@J~vv^,T,"[2.0, 2.0, 3.0, 2.0, 2.0, 4.0, 2.0, 2.0, 3.0]"
H?{~nn~,T,"[2.0, 2.0, 2.0, 2.0, 4.0, 3.0, 2.0, 2.0, 5.0]"
H?N~v~},T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 4.0, 2.0]"
H?N~v~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 2.0, 5.0, 5.0]"
H?N~~~~,T,"[2.0, 2.0, 2.0, 2.0, 3.0, 5.0, 5.0, 5.0, 5.0]"
HGE?r?F,F,NA
HG`__cN,F,NA
H`?GXbB,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HCGiAC^,F,NA
H`?oOVF,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HK?GZ?^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H_CX@FN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HOCYAC~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`K?GNN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HGC[CD~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H_CX@D~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H_CX@F~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
HAAGhSj,F,NA
HA_QPKf,F,NA
HG_J?kV,F,NA
H_GOg^g,F,NA
HQ?OW[j,F,NA
HOCWqHb,F,NA
HGCWsHb,F,NA
H`C?W^c,F,NA
HAI?g[j,F,NA
HA_`GkN,F,NA
HG_QPKV,F,NA
HG_R?kN,F,NA
HK?GXSV,F,NA
HCGIIKz,F,NA
HGAGotf,F,NA
H_GOWnh,F,NA
H_GGgnb,F,NA
HGAOosn,F,NA
HOCQOxf,F,NA
HKG?W\V,F,NA
HGCSOxf,F,NA
HKC?W\f,F,NA
H`C?W^d,F,NA
HGCW[bb,F,NA
HCOHHK^,F,NA
HCO`G\Z,F,NA
HG_OhLN,F,NA
HGE?o\f,F,NA
HG_Og\f,F,NA
H`?Gg^b,F,NA
H_GOg^h,F,NA
HGE?o[v,F,NA
HQ?GXK^,F,NA
HK?HG\Z,F,NA
HOCY?\r,F,NA
HK?Gg\j,F,NA
HGC[?\r,F,NA
H`?GWnh,F,NA
H_CHHNZ,F,NA
HO@Ootn,F,NA
HGAOotn,F,NA
HK?WO^r,F,NA
H`C?W^f,F,NA
HCHAG[~,F,NA
HG_Og\n,F,NA
H_GOg^j,F,NA
H`?GWnf,F,NA
HG_Ggk~,F,NA
HOD?o\v,F,NA
HK@?W[~,F,NA
HGE?o\v,F,NA
HK?OW\n,F,NA
H`?Gg^j,F,NA
HGC[?^r,F,NA
H_GGgnz,F,NA
H_C`G^^,F,NA
HOOGgl~,F,NA
HG_Ggl~,F,NA
H`?Gg^z,F,NA
HKA?W\~,F,NA
H`?OW^~,F,NA
HCCaHXI,F,NA
HK?GZC\,F,NA
HOCYaCl,F,NA
H`?G]Ct,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H_C_pNK,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`K?G^E,F,NA
H`?GXfB,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HOCYAKz,F,NA
H_GOhVL,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`?GXfL,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGcOkPf,F,NA
HODAGs|,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`CX@DN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`K?G^F,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HCH@QK^,F,NA
HK?J?[^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`?H_^F,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGC[CLz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`K?G\v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HKc?G\v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H`CX@FN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HOD?qK~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H_C_pNN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`?H_^N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H`K?G^v,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H`?H_^^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H`?GXd~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
H`?GXf~,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
H@OIPiE,F,NA
HC@IXOp,F,NA
H@PGXaB,F,NA
HK?GWxa,F,NA
H`B@OgJ,F,NA
H`?u?SL,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HK@s?SJ,F,NA
H@PHc_N,F,NA
HGCZC_N,F,NA
HPCYACN,F,NA
H_o__km,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H_S`GqF,F,NA
H_og_cf,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HKWOGMJ,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HOCZAC\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGCZCC\,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HK[?GMF,F,NA
HGWS?kN,F,NA
HCO`IoN,F,NA
HGC[BCN,F,NA
HKW?G[V,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`?oQUF,F,NA
H`?oUCN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HK?GZaF,F,NA
HK?GZ_N,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H@LAL?^,F,NA
HAaI`_n,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGC[bAN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HGECIo},T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H@LAKGz,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`K?IK},F,NA
HGC[EC},F,NA
HGC[BE],T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0]"
HASc@K^,F,NA
HGDc?s^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HODAHo^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H_o__kn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H_GOjQN,F,NA
H_GOmOn,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
H`K?IMN,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
HOCYBC^,T,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
